
label,text
normal,আমি যেন খুব দুঃখিত হইছি।
promo,"ফুলঅন ইন্টারনেটিংয়ে পকেট সেভিং,নাও ২জিবি@৳৬৯,৭ দিন- cutt.ly/CwUPKGTR"
smish,"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: 01320660547
শিক্ষা বোর্ড"
smish,আপনার ক্রেডিট কার্ডে অজানা একটি ট্রানজাকশন সনাক্ত করা হয়েছে। নিশ্চিতকরণের জন্য অনুগ্রহ করে এখানে লগইন করুন: http://bit.ly/CardSecure
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
normal,তোমার পরিশ্রম সার্থক হবে।
normal,আমি অনেক সময় মিলার মধ্যে পান তা হল আমি একটি মহান এবং আমি অন্য ব্যপারের মধ্যে আমার প্রেমের অমন্ত্রণ দিতে পারি।
smish,আপনার ডাচ বাংলা ব্যাঙ্ক অ্যাকাউন্টে বিলিং সমস্যা হয়েছে। সমস্যা সমাধানের জন্য এখানে ক্লিক করুন:cutt.ly/U6zMFTY
smish,"আড়ং দিচ্ছে ঈদ উপলক্ষে বিশাল অফার ক্লিক করুন 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
smish,ঘরে বসে অনলাইন ইনকাম করুন! কোন প্রশিক্ষণ প্রয়োজন নেই। বিস্তারিত জানতে কল করুন: +৯১ ৮৯২৭৬২৩৭১৩
smish,আপনার ব্যবসার জন্য ডিজাইন এবং মার্কেটিং সম্পর্কে জানুন! প্রফেশনাল পরামর্শ পান এবং ব্যবসা পরিচালনা এর দিকে তাকিয়ে চলুন। যোগাযোগ করুন বিস্তারিত জানতে এই লিঙ্কে ক্লিক করুন:https://www.etsy.com/search?
smish,দয়া করে আপনার ছেলের সমস্যার জন্য তাড়াতাড়ি টাকা পাঠান।
promo,বড় ডিসকাউন্ট! শীতের পোশাকে ৩০% ছাড়। আজই ভিজিট করুন আমাদের স্টোরে!
normal,নতুন রেস্টুরেন্টটা ট্রাই করেছো?
smish,"ডেইলি ৫০০,৭০০,১০০০ টাকা ইনকাম
ইমারজে'ন্সি লোক লাগবে।
কেউ করতে চাইলে আমাকে মে'সেজ দিন।"
promo,নতুন মেনুতে ১০% ছাড়! আজই আমাদের রেস্তোরাঁয় আসুন।
normal,হ্যালো!
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801811011023
promo,ইলেকট্রনিক্স পণ্যে মেগা সেল! সব পণ্যে ১০-৫০% ছাড়। আজই ভিজিট করুন।
normal,"হাই, কি হচ্ছে?"
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
normal,"আপনার পাওনা ৬০০০/- টাকা, দ্রুত পরিশোধ করুন।"
normal,এই যা কোন অন্য জন্য এটির জন্য না কেন সেটি বিশেষ হলো তাই আমি এটি বলতে চাই।
normal,আমি আমার পরিবারের সঙ্গে আমি সময় কাটাতে চাই।
promo,ব্যালেন্স শেষ? ২০০টাকা পর্যন্ত জিপি ইমার্জেন্সি ব্যালেন্স নিতে *৯#
normal,"তুমি অনেক শক্তিশালী, তুমি পারবে।"
smish,"ইসলামী ব্যাংক বাংলাদেশ দিচ্ছে ইদ উপলক্ষে গিফ্ট ভাউচার ও বিশাল অফার বিস্তারিত নিচের লিংকে
https://bjmltcyj.prescriptiondome.top/12acdFRHQ1QBeQYFaFMrInxbWQlvWCRyW0ZWbzEUBAIkCAAZVDkbGyVcLDFLVF8NGyc1cUwTTQVBXhUndyBoPDwVJFI-Kw&p=uexjms&_mi1710919302243"
normal,"সবকিছু ঠিকঠাক হবে, আমি জানি।"
normal,০১৭২৯১৭৩৮৯২ নাম্বারে রকেটে টাকা পাঠাও।
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
promo,"৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৪০জিবি@৳২৪৮, ৭দিন: 
 cutt.ly/WwZsAgMK"
normal,০১৯৭২৭৭১৭১৪ আমার এই নাম্বারে টাকা পাঠা
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
normal,"সব কিছু ঠিক হয়ে যাবে, সাহস রেখো।"
normal,"এই নাম্বারে ২০০০/- টাকা পাঠাও ০১৭৩৯৮৩৮৮৩ , বিকাশ রকেট বা নগদে"
smish,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি বাড়ি জিতুন! আজই শুরু করুন: super1000.info/docs
normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
promo,রেটলিস্ট হালনাগাদের জন্য জনমত সংগ্রহ করা হচ্ছে। মতামত প্রদানের জন্য বিটিআরসি’র ওয়েবসাইটের নোটিশ বোর্ড দেখুন (http://www.btrc.gov.bd/)। আপনার মূল্যবান মতামত আমাদের কাছে অত্যন্ত গুরুত্বপূর্ণ।-বিটিআরসি
normal,"হাই, কি হচ্ছে?"
normal,সুপ্রভাত!
normal,তোমাদের দিন কেমন কাটছে?
normal,"তুমি নিজের উপর বিশ্বাস রাখো, সব কিছু সম্ভব।"
smish,আপনার ইন্টারনেট প্যাকেজ আপডেট করতে কল করুন +8801714455667
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: cutt.ly/hwltB5hC"
normal,আপনি কি চিন্তা করছেন?
normal,ব্যবসায়ী হওয়া অপরাধ না কিন্তু রাজনৈতিক প্রভাব খাটিয়ে ব্যবসায়ী হওয়া বড় অপরাধ। কারণ এই ব্যবসায়ীদের অর্জিত অর্থের বেশিরভাগই আসে সাধারণ মানুষের রক্তচোষা টাকা থেকে। — রেদোয়ান মাসুদ
smish,"২০,০০০ টাকা বিনিয়োগে ৬০,০০০ টাকা পান! কল করুন: +8801916566678"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,আশা করি তোমার দিনটি ভালো কাটুক!
smish,আপনার ডাচ বাংলা ব্যাঙ্ক অ্যাকাউন্টে বিলিং সমস্যা হয়েছে। সমস্যা সমাধানের জন্য এখানে ক্লিক করুন:cutt.ly/U6zMFTY
smish,"আপনরা চাকরীর আবেদনা
মঞ্জুরা হায়েছে এবাম
বেটানা প্রতিদিন 3000 টাকা। যোগযোগের তাথ্য: https://wa.me/8801929757090"
promo,"আজই শেষ দিন!৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
normal,"জরুরি, ০১৬৭২৫৭২৯৩৮ নাম্বারে বিকাশ করুন।"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
promo,"৳৩৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৩,৩০দিন cutt.ly/HwOETkke"
promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vhp"
normal,কি খবর?
normal,"আপনার একাউন্ট থেকে ১০০০/- টাকা প্রদান করা হয়েছে, অভিযোগ করতে কল করুন।"
normal,আমি একটি নতুন কাজ শুরু করতে চাই।
promo,রেটলিস্ট হালনাগাদের জন্য জনমত সংগ্রহ করা হচ্ছে। মতামত প্রদানের জন্য বিটিআরসি’র ওয়েবসাইটের নোটিশ বোর্ড দেখুন (http://www.btrc.gov.bd/)। আপনার মূল্যবান মতামত আমাদের কাছে অত্যন্ত গুরুত্বপূর্ণ।-বিটিআরসি
promo,বোনাস সহ ২জিবি-৪০টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
normal,শুভ ক্রিসমাস!
normal,"হাই, কি তুমি?"
normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
normal,ব্যায়াম করতে অভ্যাস করতে হবে।
normal,আশা করি তোমার দিনটি ভালো কাটুক!
smish,"এখনই খেলুন, জিতে নিন ৫টি স্মার্টফোন! সুযোগ হাতছাড়া করবেন না, ক্লিক করুন: https://cutt.ly/Deo ; ট্যাক্সসহ চার্জ ২.৭৮ টাকা/দিন।"
promo,"Call duration 00:02:51, charged 3.6 Taka, remaining balance is   10.94  Taka"
promo,সিস্টেমের মান উন্নয়নের জন্য ১১মে রাত ১১:৫৯ থেকে ১২মে সকাল ৮টা পর্যন্ত ফ্লেক্সিলোডের মাধ্যমে মোবাইল রিচার্জ বন্ধ থাকবে। তবে এই সময় মাইজিপি অ্যাপ বা স্ক্রাচ কার্ড দিয়ে রিচার্জ করা যাবে।
promo,বিকাশ আ্যপ থেকে নাও তোমার পছন্দের স্কিটো প্যাকস এখনই: cutt.ly/Zwcqh6YQ
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
normal,খালার বিল তা দিলে উপকার হইতো দিতে পারতেছিনা একটু সাহায্য করো খালার বিল তা দিয়া দেই
smish,আপনার ডেবিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [debitcardlimit.com/IncreaseBD]
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
promo,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
promo,"২৭মিনিট মাত্র ১৯টাকা, মেয়াদ ৫দিন; নিতে ডায়াল করুন *১২১*৫০৮০#"
smish,আপনার ইমেল অ্যাকাউন্টে সমস্যা হয়েছে। সুরক্ষার জন্য এখানে ক্লিক করুন: [emailsecure.org/FixBD]
normal,এই পবিত্র মাসে তোমার সবকিছু ভালো হোক!
promo,নতুন মেনুতে ১০% ছাড়! আজই আমাদের রেস্তোরাঁয় আসুন।
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/
promo,এপ্রিলে ৫জিবি ডাটা use করে মে মাসে পাবে lowest কলরেট- cutt.ly/0AA4sic
smish,"আপনার সিভি পাস হয়েছে এবং আপনি বাড়ি থেকে আপনার মোবাইল ফোনের মাধ্যমে কাজ করতে পারবেন এবং প্রতিদিন ২,০০০ টাকা পাবেন। এখনই যোগ দিন: wa.me/8801865655560
"
promo,শুধু আজকের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
normal,০১৭৩৮২৯৩৭৬৫ এই নাম্বারে রকেটে টাকা পাঠান।
normal,কাজ কিভাবে চলছে?
normal,এটি IQ পরীক্ষা পর্বের একটি অংশ।
normal,তোমার প্রিয় খাবার কি?
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
smish,আপনার ক্রেডিট কার্ডের নিরাপত্তা নিশ্চিত করতে এখানে ক্লিক করুন: http://bit.ly/SecureCard
promo,488.23MB অবশিষ্ট। উপভোগ করুন PayGo (6.6625Tk পর্যন্ত 5MB এর জন্য)| ব্যালান্স জানতে চাইলে *121*1*4#| নির্দিষ্ট প্যাকে 10% ইন্টারনেট বোনাস পেতে ভিজিট করুন mygp.li/bonus
normal,তোমার কি বাস্তব ভালো লাগছে? আমি আমার বাসায় অল্প সময় দেওয়া ভালো লাগে।
smish,"প্রিয় ব্যবহারকারী, আপনি একটি বিনামূল্যের কনসার্টের টিকিট জিতেছেন। এই বার্তায় 'CONCERT' উত্তর দিন।"
normal,০১৬৭২৫৭২৯৩৮ নাম্বারে বিকাশ করুন।
normal,কবে তোমাকে দেখা হবে? আমি এখানে আসতে চেষ্টা করবো। তুমি?
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৭৩,৩০দিন cutt.ly/zwTmxzpd"
smish,আজই ক্যাসিনোতে বাজি ধরুন এবং একটি নতুন গাড়ি জিতুন! ক্লিক করুন: ebayisapidlld.altervista.org/
normal,০১৭৩৮২৭৩৮২৮ এই নাম্বারে জরুরি টাকা পাঠান।
normal,তুমি কি গ্রামে যাচ্ছো?
smish,আপনার পেমেন্টটি প্রক্রিয়া করতে আমাদের আপনার তথ্য প্রয়োজন। এখানে ক্লিক করুন: [verifysecure.com/InfoBD]
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI"
promo,"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন cutt.ly/nwMwL8Y1"
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
normal,আশা করি তোমার সফলতা হোক!
promo,নতুন লাইফস্টাইল প্রোডাক্টে ২৫% ছাড়! স্টক শেষ হওয়ার আগে সুযোগ নিন।
smish,"প্রিয় গ্রাহক, আপনার মোবাইল নম্বরটি ব্লক করা হচ্ছে। এটি এড়াতে 017XXXXXXXX নম্বরে কল করে আপনার পরিচয় নিশ্চিত করুন।"
normal,সপ্তাহান্তে বন্ধুদের সঙ্গে পিকনিকে যাব।
normal,তোমার সাহস অসাধারণ।
smish,ক্যাসিনোতে বেট করুন এবং ১০০% বোনাস জিতুন! এখানে শুরু করুন: super1000.info/docs
normal,"তুমি শক্তিশালী, তুমি পারবে।"
smish,"৫০,০০০ টাকা বিনিয়োগে ১,০০,০০০ টাকা পান! কল করুন: +8801918788890"
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801914567890"
promo,"২০জিবি @৩০৯৳ ৩০দিন,মন মতো বানিয়ে নাও ডাটা মিক্সারে- cutt.ly/HwFKsbAy"
promo,ডিজিটাল গ্যাজেটের উপর ১৫% ডিসকাউন্ট! আজই কেনাকাটা করুন এবং বোনাস পান।
smish,"Hot wallet টোকেন দিয়ে দিয়েছে 1 টোকেন $5.00
যারা অল্প সময়ে বেশি ইনকাম করতে চান, এখনই জয়েন করুণ
Link:
https://t.me/herewalletbot/app?startapp=12940707"
promo,১০০৳ ক্যাশব্যাক শেষ দিন! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন: cutt.ly/2wQlYv6U
normal,"হ্যালো, কেমন আছো?"
normal,এই যা আমি যে অনেক সময় পেলাম সেটি হল সমাধান এবং মূল্য হল একটি মহান এবং একটি জনপ্রি
normal,তুমি সাফল্যের জন্য তৈরি।
normal,"হ্যালো, আপনি কি করছেন?"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
smish,"https://link-monetize.com/register?ref=273312
এই লিংক থেকে একাউন্ট করলেই পাবেন ৮৫ টাকা। শুধু ২ মিনিটে ৪ টাস্ক কমপ্লিট করতে হবে। এভাবে প্রতিদিন ৪ করে টাস্ক আসবে আর ৮৫ টাকা করে পাবেন। বাকি কিছু জানতে ইনবক্সে নক দিন💝💝"
smish,"এই লিঙ্কটি অনুসরণ করুন আপনার বিনামূল্যের পুরস্কার দাবি করতে, যোগাযোগ করুন: 01956789215"
smish,ফ্ল্যাশ বিক্রয়! পরবর্তী 24 ঘন্টার জন্য Daraz-এ 70% পর্যন্ত ছাড় পান। আপনার ডিসকাউন্ট দাবি করতে এখানে ক্লিক করুন: https://Daraz.com/7ty
normal,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।"
normal,"আপনার পাওনা ৮০০/- টাকা, দ্রুত পরিশোধ করুন।"
normal,আমার এই নাম্বারে কল করুন ০১৭২৯১৮২৮৯৩।
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে কল করুন: +8801813344556
smish,নগদ অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://t.me/NagadActivateBot
smish,"🌿 আপনার রেফার লিং👇👇
https://t.me/DailyEarn_Money_bot?start=r08826531935
🌷 প্রতি রেফারে পাবেন ৭৫ টাকা Daily Earn Money মানেই আগুন।
🫠 আমাদের Bot থেকে সারা বছর কাজ করতে পারবেন।"
normal,শুভ ভালোবাসা দিবস!
smish,"ফ্রী ফেসবুক থেকে ইনকাম করুন ইনবক্স করুন
সততার সাথে কাজ করেন 🥰😍
সাপোর্ট (গ্রুপ এবং বট)
t.me/Facebook_ID_Sell1_bot 
অফিসিয়াল এডমিন👆"
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801713233245
smish,"১,০০,০০০ টাকা বিনিয়োগে ২,০০,০০০ টাকা পান! কল করুন: +8801919899901"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801718788890
promo,"গ্রামীণফোনের মিনিট অফার এখন আরো আকর্ষণীয়! ২৭ মিনিট ২৪ ঘন্টা, নিতে রিচার্জ বা বিকাশ করুন ১৯ টাকা।"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801713233345
smish,ফুটবলে বাজি ধরুন এবং একটি নতুন ল্যাপটপ জিতুন! এখানে ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php
smish,"৩,২০০ টাকা বিনিয়োগে দ্বিগুণ লাভ! কল করুন: +8801913344556"
promo,"আমার টাকায় আমার সেতু,বাংলাদেশের পদ্মা সেতু।একটি স্বপ্নের উম্মোচন। ২৫ জুন মাননীয় প্রধানমন্ত্রী স্বপ্নের পদ্মা সেতু শুভ উদ্বোধন করবেন।চোখ রাখুন,বিটিভি,সকাল ১০ টায়। বাংলাদেশ সেতু কর্তৃপক্ষ, সেতু বিভাগ।"
normal,"তুমি শক্তিশালী, তুমি পারবে।"
smish,"জনতা ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! কল করুন: +8801714455667"
normal,"হাই, কি খবর?"
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! আমাদের সার্ভিসে ৩০% ছাড়।
promo,"শেখ হাসিনা সরকারের সাফল্য:
২০০৮ সালে এক এমবিপিএস ইন্টারনেট ব্যান্ডউদথের মূল্য ছিল ২৭ হাজার টাকা বর্তমানে একদেশ একরেটের আওতায় তা ৬০ টাকায় নির্ধারিত হয়েছে।"
promo,"১৩০টাকায় ১৫০মিনিট(৩০দিন) সাথে বোনাস,নিতে*১২১*৫২০৫#  https://mygp.li/a0"
normal,"হাই, কেমন আছো?"
smish,আপনার পরিচয় নিশ্চিত করতে হবে। এখানে ক্লিক করুন: [identityverify.com/VerifyBD]
smish,ফুটবলে বাজি ধরুন এবং একটি বিলাসবহুল গাড়ি জিতুন। ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php
smish,জনতা ব্যাংক অ্যাকাউন্টের তথ্য আপডেট করুন। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/JanataUpdateBot
normal,শুভ ক্রিসমাস!
smish,"হ্যাপি নিউ ইয়ার - ২০২৪
স্মার্ট ব্যাংকিং সেবায় সোনালী ব্যাংক
সর্বদাই আপনার পাশে
মোঃ আফজাল করিম
সিইও এন্ড এমডি"
smish,"ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
লিংকঃ https://bit.ly/bKash_1000"
normal,"তুমি পারবে, আমি জানি।"
promo,বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা mygp.li/mo
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
promo,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সামাজিক নিরাপত্তা খাতে বরাদ্দ ছিল মাত্র ২ হাজার ৫০৫ কোটি টাকা। ২০২৩ সালে বেড়ে দাঁড়িয়েছে ১ লক্ষ ২৬ হাজার ২৭২ কোটি টাকা।"
smish,"৮,০০০ টাকা বিনিয়োগে ২৪,০০০ টাকা পান! কল করুন: +8801919900112"
normal,আমি আমার বাড়িতে একটি বিশেষ স্থান রেখে আসতে পারি তা হল বোতামের জন্য।
normal,আমি আমার জীবনের প্রধান আমাদের সঙ্গে সময় কাটাতে চাই।
promo,"প্রো-লেভেল ইন্টারনেটিংয়ে পকেট সেভিং- ৩জিবি@৳৯৮,৭ দিন cutt.ly/9wEyjoLc"
smish,"দুঃখিত, আমি ভুল করে আপনাকে একটি ৬ সংখ্যার OTP পাঠিয়ে দিয়েছি। আপনি আমাকে OTP-টা ফরওয়ার্ড করতে পারবেন? এখনই দরকার"
promo,"“সর্বজনীন পেনশন স্কিমে নিবন্ধন করুন;
উন্নত ও কল্যাণ রাষ্ট্র গঠনে অবদান রাখুন”-জাতীয় পেনশন কর্তৃপক্ষ।"
promo,সিস্টেমের মান উন্নয়নের জন্য ১১মে রাত ১১:৫৯ থেকে ১২মে সকাল ৮টা পর্যন্ত ফ্লেক্সিলোডের মাধ্যমে মোবাইল রিচার্জ বন্ধ থাকবে। তবে এই সময় মাইজিপি অ্যাপ বা স্ক্রাচ কার্ড দিয়ে রিচার্জ করা যাবে।
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
normal,বিদ্যালয়ের বই পড়া খুব পছন্দ।
normal,আমি কি তোমার কাছে কিছু বলতে পারি?
normal,কি খবর তোমার?
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
normal,আপনি কি করছেন?
normal,"আজ তোমার কাছে আসতে পারবো না? হ্যাঁ, আমি এখানে রয়েছি। আপনি কি চান?"
promo,"৳৩৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৩, ৩০দিন cutt.ly/HwOETkke"
smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801819876543
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
smish,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebookprofile.com/UpdateBD]
smish,একটি Samsung Galaxy ফোন জেতার সুযোগ! এই বার্তায় 'GALAXY' উত্তর দিন।
smish,আপনার নম্বরটি পুরস্কার জিতেছে। বিস্তারিত জানতে কল করুন +8801718899001
normal,"হ্যাঁ, বসে থাকলে সময় কাটানো কঠিন হয়। আমি ইউটিউবেও দেখেছি, আবার ডার্ক সিরিজেও ছিল।"
normal,"ধৈর্য ধরো, সব ঠিক হয়ে যাবে।"
smish,"প্রিয় শিক্ষার্থী! Coronavirus এর কারণে তোমাদের উপবৃত্তির ৪,২০০ টাকা দেওয়া হচ্ছে। টাকা গ্রহনের জন্য নিম্নোক্ত শিক্ষাবোর্ডের নম্বরে যোগাযোগ করুন।
মোবাঃ 01813849152,
যোগাযোগের সময় সকাল 10 টা রাত 7:30 টা পযন্ত বি:দ্র: একটা বিকাশ নাম্বার নিয়ে ফোন দিতে হবে"
normal,শুভ সকাল!
promo,"পূর্বাচল ৩০নং সেক্টর সংলগ্ন ভরাট চলমান প্লট! কাঠা ১.৬ লক্ষ
01894841736"
promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vhp"
smish,বিপিএল বাজি ধরুন এবং একটি ফ্রি ঘড়ি জিতুন। এখনই ক্লিক করুন: smilesvoegol.servebbs.org/voegol.php
smish,আপনার নম্বরটি পুরস্কার জিতেছে। বিস্তারিত জানতে কল করুন +8801718899001
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: cutt.ly/2wQlYv6U"
smish,"আয় করুন 
https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de"
smish,"২০০ টাকা বিনামূল্যে বোনাস!
৫০০০টাকা জেতার সুযোগ।
https://cutt.ly/JiliG"
smish,"ক্যারিয়ার প্ল্যানিং এ সহায়তা নিন! আপনার জন্য আদর্শ কর্মস্থল নির্বাচন করুন এবং সঠিক কৌশল পরিকল্পনা করুন। প্রফেশনাল সহায়তা পান - ০১৭৪৬৬৩৫৭২৫"""
promo,নতুন কাস্টমারদের জন্য বিশেষ ডিসকাউন্ট। আজই রেজিস্টার করুন।
promo,"শুধুমাত্র মাইজিপিতে নতুন সিমের অফার এখন ২জিবি ইন্টারনেট মাত্র ১৭ টাকায়,মেয়াদ ৭দিন(মাসে সর্বোচ্চ একবার)।ভিজিট করুন https://mygp.li/ga"
smish,মাশরাফির সাথে একান্ত সাক্ষাতের সুযোগ পেতে বিপিএলে বাজি ধরুন। এখনই ক্লিক করুন: promusic.co/components/interbank.com/
smish,"আসসালামুআলাইকুম!

আপনি কি বাড়িতে বসে কোন টাকা ইনভেস্টমেন্ট না করে টাকা ইনকাম করতে চান?
তাহলে আমাদের বট এ কাজ করুন। আমাদের বট এ আপনি কোন ইনভেস্টমেন্ট ছাড়া ইনকাম করতে পারবেন।

বট লিঙ্ক: https://t.me/free_online_income_24bot"
smish,46টি মাইনিং অ্যাপ থেকে ফ্রিতে ৪৬ লক্ষ টাকা ইনকাম করে নিন-মোবাইল দিয়ে ঘরে বসে
smish,আপনার ব্যাংক অ্যাকাউন্টের নোটিফিকেশন পাওয়া যাচ্ছে না। দয়া করে এখানে ক্লিক করুন: http://bit.ly/UpdateNotify
normal,"হাই, কেমন কাটছে দিনটি?"
normal,আমার বাড়ির আশেপাশে ফুল ফোটে আছে।
normal,"আপনার ছেলে বিপদে, জলদি ০১৬৭২৫৬৩৮৯১ টাকা পাঠান।"
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
