label,text
promo,"উম্মাহ সপ থেকে যে কোনো ধরনের কেনাকাটা করলে পাচ্ছেন ২০% পর্যন্ত বোনাস,  ফারিদপুর সদর।"
smish,"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: 01320660547
শিক্ষা বোর্ড"
promo,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, mygp.li/mo"
smish,ইংলিশ প্রিমিয়ার লিগে বাজি ধরুন এবং একটি ফ্রি হোটেল বুকিং জিতুন। এখানে ক্লিক করুন: xini.eu/00Qe
promo,"৮০মিনিট মাত্র ৫৯টাকা (৫দিন), নিতে ডায়াল করুন *১২১*৪২০৫#"
normal,সেই ব্যক্তিই অভিশপ্ত যে মরে যায় অথচ তার খারাপ কাজগুলো পৃথিবীতে রয়ে যায়। — [আবু বকর (রাদিয়াল্লাহু আনহু)]
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
normal,"আমার একাউন্টে ৫০ হাজার টাকা আছে , এই ০১৭৩৮৮৩৮৮৪ নাম্বারে খোলা দেখো চ্যাক করে।"
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
normal,আমাকে কল দিন ০১৭২৪৩৮৩৯৮৭ এই নাম্বারে
promo,"৩০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৬৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/hwTmxGd8"
smish,আপনার ক্রেডিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [securecreditcard.com/UpdateBD]
promo,"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@ ৳৪৭৩, ৩০দিন cutt.ly/zwTmxzpd"
smish,আপনার ড্রাইভিং লাইসেন্স আপডেট করতে কল করুন +8801815566778
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
promo,বড়দিনের শুভেচ্ছা। থাকছে ২৫% ছাড় ৩১ ডিসেম্বর পর্যন্ত । ০১৭১৩১৯৯২৭০
normal,তোমার লক্ষ্যে পৌঁছাতে ধৈর্য ধরো।
promo,"গ্রামীণফোনের মিনিট অফার এখন আরো আকর্ষণীয়! ২৭ মিনিট ২৪ ঘন্টা, নিতে রিচার্জ বা বিকাশ করুন ১৯ টাকা।"
normal,"তোমার পাশে আছি, কোনো চিন্তা কোরো না।"
normal,শুভ জন্মদিন!
smish,বাংলাদেশ ব্যাংক থেকে একটি জরুরি বার্তা এসেছে। কল করুন: +8801914567890
normal,"০১৮২৭৩৮২৭৮৫ এই নাম্বারে কল করুন, টাকা দরকার।"
normal,"হ্যাঁ, আমাদের সময় লাগছিল"
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
normal,"আপনার মেয়ে হাসপাতালে, জলদি টাকা পাঠান ০১৮২৮১৭৩৯১২।"
smish,আপনার ব্যাংক অ্যাকাউন্টে ১০ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: +8801913233245
smish,আপনি ১ ভরি সোনা জিতেছেন! পুরস্কার নিতে কল করুন: +8801819876543
promo,নতুন ফ্যাশন কালেকশনে ২০% ডিসকাউন্ট। আজই আসুন!
promo,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।
normal,শুভ প্রভাত!
smish,দয়া করে আপনার ছেলের সমস্যার জন্য তাড়াতাড়ি টাকা পাঠান।
smish,আপনার একাউন্টের তথ্য আপডেট করতে কল করুন +8801712233445
promo,"ডাটা মিক্সারে করো পকেট সেভিং, নাও ৬০জিবি@ ৳৫৬৯,৩০দিন: cutt.ly/HwQzEu9E"
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
smish,"আসসালামুআলাইকুম!

আপনি কি বাড়িতে বসে কোন টাকা ইনভেস্টমেন্ট না করে টাকা ইনকাম করতে চান?
তাহলে আমাদের বট এ কাজ করুন। আমাদের বট এ আপনি কোন ইনভেস্টমেন্ট ছাড়া ইনকাম করতে পারবেন।

বট লিঙ্ক: https://t.me/free_online_income_24bot"
normal,এই যা কোন অন্য জন্য এটির জন্য না কেন সেটি বিশেষ হলো তাই আমি এটি বলতে চাই।
promo,"১০০৳ ক্যাশব্যাকে ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
normal,"হ্যালো, কি খবর?"
normal,০১৭৩৮২৭৩৮২৮ এই নাম্বারে জরুরি টাকা পাঠান।
smish,"আপনার হাতে থাকা স্মার্টফোন দিয়ে,১০০% নিরাপদে থেকে অনলাইন থেকে ইনকাম করতে চাইলে যোগাযোগ করুন।কোন উইথড্র অপশন নেই, উইথড্র নিয়ে কোন প্যারা নেই। এক টাকা ইনকাম হলে সেটাই ক্যাশ করে নিতে পারবেন। ১০০% ডি স্যাটেলাইজ প্রজেক্ট,তাই একবার একটিভ হলে সারা জীবন ইনকাম করতে পারবেন।
Telegram : @TanimHasan7
আমাদের টেলিগ্রাম গ্রুপের লিংক 👉
https://t.me/forsagec77"
normal,তুমি কি পার্কে যাচ্ছো?
smish,bKash অ্যাকাউন্ট পুনরায় চালু করতে কল করুন: +8801714344356
normal,তোমার প্রতিভা সীমাহীন।
normal,তুমি কি পড়ছো?
smish,বাংলাদেশ ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801919900112
smish,আপনার মোবাইল নম্বরটি হাই-এন্ড ল্যাপটপ জিতেছে! পুরস্কার পেতে কল করুন +8801819900012
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।
smish,🤑প্রতিদিন ৪০০-৫০০ টাকা 💸। ইনকাম‌ করুন মাত্র পাঁচ মিনিটের মধ্যে।    লিংকের মধ্যে রয়েছে বিস্তারিত 🤗 🗣️ টেলিগ্রাম থাকতে হবে 💁🏼https://t.me/Referincomebd4536_bot?start=r05291672775
normal,"তুমি একা নও, আমরা সবাই তোমার পাশে আছি।"
normal,"আমি ঠিক আছি, আপনি কেমন আছেন?"
normal,"কি খবর, কেমন আছো?"
promo,"তোমার জন্য স্পেশাল ডিল!১০জিবি+২৫০মিনিট @৳২৫০,৩০দিনঃ cutt.ly/Lwg2MRlr"
normal,বারোমাসের বন্ধুদের সঙ্গে আড্ডা দিতে যাচ্ছি।
promo,"৩৫জিবি+৮০০মিনিট-৬০০টাকা-৩০দিন(বোনাসসহ), নিতে *১২১*৫২৬২# বা mygp.li/a8"
normal,০১৬৭২৫৮৩৯৮৭ নাম্বারে টাকা পাঠাও।
normal,"হ্যালো, কি খবর?"
smish,আপনি একটি গুরুত্বপূর্ণ নোটিফিকেশন পেয়েছেন। এটি দেখতে এখানে ক্লিক করুন: [notifyme.org/ImportantBD]
normal,"০১৮৭৩৮২৮১৯৩ নাম্বারে বিকাশ করুন, তাড়াতাড়ি।"
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
promo,"২০০৳ ক্যাশব্যাক!৬০জিবি+১০০০মিনিট @৬৯৯৳ ৩০দিন,নিয়ে নাও- cutt.ly/aAhiAsI
"
smish,আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন +8801814455667
smish,"আপনার হাতে থাকা ফোন টি দিয়ে
কাজ টি করতে পারবেন আমার টিমে 
।২০ জন বিশ্বস্ত লোক চাই। যারা পড়াশোনা কিংবা চাকরির পাশাপাশি হালাল ভাবে দৈনিক ৫০০/১০০০টাকা ইনকাম করতে পারবেন যারা৷আগ্ররহী  তারা ইনবক্সে আসুন
সব কিছুই শিখিয়ে দেবো কোন সমস্যা নেই ইনশাআল্লাহ"
normal,"সবকিছু ঠিকঠাক হবে, চিন্তা কোরো না।"
smish,কৃষকদের জন্য সরকার দিচ্ছে পঞ্চাশ হাজার টাকা পর্যন্ত ভর্তুকি। ভর্তুকি পেতে এখনই যোগাযোগ করুন ০১৫৩৮২৭২৭৩৪
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.
smish,আপনার ফোন নম্বরটি ৫০০০ টাকা পুরস্কার জিতেছে! বিস্তারিত জানতে কল করুন +8801715566778
normal,০১৭২৯১৭২৯৬৪ নাম্বারে রকেটে টাকা পাঠান।
normal,তুমি কি একটা চা পাবে?
promo,সেনাবাহিনীতে সৈনিক পদে যোগদানের জন্য ১০ জানুয়ারি ২০২৪ হতে ১৫ ফেব্রুয়ারি ২০২৪ পর্যন্ত আবেদন আহবান করা হচ্ছে। নিয়োগ বিজ্ঞপ্তিতে প্রকাশিত নির্দেশনা অনুযায়ী টেলিটক সিমের মাধ্যমে আবেদন করতে হবে
normal,০১৯৭২৭৭১৭১৪ আমার এই নাম্বারে টাকা পাঠা
promo,রেটলিস্ট হালনাগাদের জন্য জনমত সংগ্রহ করা হচ্ছে। মতামত প্রদানের জন্য বিটিআরসি’র ওয়েবসাইটের নোটিশ বোর্ড দেখুন (http://www.btrc.gov.bd/)। আপনার মূল্যবান মতামত আমাদের কাছে অত্যন্ত গুরুত্বপূর্ণ।-বিটিআরসি
smish,"ফ্রী ফেসবুক থেকে ইনকাম করুন ইনবক্স করুন
সততার সাথে কাজ করেন 🥰😍
সাপোর্ট (গ্রুপ এবং বট)
t.me/Facebook_ID_Sell1_bot 
অফিসিয়াল এডমিন👆"
normal,০১৬৭২৫৮২৯৭৮ এই নাম্বারে রকেটে ২০০ টাকা পাঠান।
smish,"আপনার জন্য ৮500 বিনামূল্যে।
এটি এখানে পান: https://cutt
.ly/betvi"
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
promo,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সামাজিক নিরাপত্তা খাতে বরাদ্দ ছিল মাত্র ২ হাজার ৫০৫ কোটি টাকা। ২০২৩ সালে বেড়ে দাঁড়িয়েছে ১ লক্ষ ২৬ হাজার ২৭২ কোটি টাকা।"
normal,শুভ কার্তিক পূর্ণিমা!
smish,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ
promo,আপনার ফেভারিট ব্র্যান্ডের উপর ৩০% পর্যন্ত ছাড়! অফার সীমিত সময়ের জন্য।
smish,আপনার ব্যাংক অ্যাকাউন্টের বিবরণ আপডেট করুন। দয়া করে এখানে লগইন করুন: http://bit.ly/AccountUpdate
smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য এখানে ক্লিক করুন: https://wa.me/8801715566778
normal,তুমি কি খেলছো?
smish,"যাদের টেলিগ্রাম আছে তাঁরা আজ থেকে অনেক টাকা ইনকাম করতে পারবেন।https://t.me/Moshiur3412_bot?start=r00372672385
দিনে ১ ঘন্টা সময় ব্যয় করে 500💵 থেকে 1000💵 টাকা ইনকাম করুন। কোন এড ছাড়াই। আপনি কল্পনা করতে পারবেন না যে বিশাল বড় সুযোগ চাচ্ছে আপনার সামনে থেকে💸😱।তাই এই সুযোগ মিস করতে না চাইলে উপরের টেলিগ্রাম লিংকে ক্লিক করুন এখুনি"
smish,আপনি আমাদের ভাগ্যবান গ্রাহক! আপনার বিনামূল্যের ১ বছরের ইন্টারনেট সাবস্ক্রিপশন দাবি করুন। কল করুন 019XXXXXXXX।
normal,"কষ্ট পেয়ো না, সব ঠিক হয়ে যাবে।"
normal,০১৯৭২৭৭১৭১৪ আমার এই নাম্বারে টাকা পাঠা
promo,"বেশি বেশি আড্ডা+ইন্টারনেটিং,নাও ৫জিবি+১৫০মি@৳১৪৯,৭দিন cutt.ly/owEyhCVt"
normal,"সব ঠিক হয়ে যাবে, সাহস রেখো।"
smish,মাশরাফির সাথে ফ্রি ডিনার করার সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: promusic.co/components/interbank.com/
smish,"আপনার ছেলে সমস্যায় আছে, তাই দ্রুত টাকা পাঠান।"
smish,আপনি ৬ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801716566678
normal,শুভ ভালোবাসা দিবস!
promo,"শেখ হাসিনা সরকারের সাফল্যঃ
মাননীয় প্রধানমন্ত্রী শেখ হাসিনার নির্দেশে এখন পর্যন্ত ১৩ লাখ গৃহহীন পরিবারকে জমিসহ ঘর নির্মাণ করে দিয়েছে সরকার। ফলে ভাগ্য বদলে গেছে প্রায় ৫০ লাখ অসহায় মানুষের। 
"
normal,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।"
smish,শাকিবের সাথে একদিন কাটানোর সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। এখনই শুরু করুন: ebayisapidlld.altervista.org/
normal,তোমার সকল ইচ্ছা পূরণ হোক!
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
smish,আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [secureemail.com/VerifyBD]
normal,আমার প্রিয় মানুষ যারা জীবন নিয়ে আমার পরিবারে সমস্যা আছে সেগুলোকে আমি সমাধান করতে চাই।
normal,তোমার প্রিয় বই কোনটি? সাইকেলোপেডিয়া। তুমি?
smish,আপনার পাসওয়ার্ডটি রিসেট করতে হবে। এখানে ক্লিক করুন: [passwordupdate.org/ResetBD]
smish,শাকিব আল হাসানের সাথে একান্ত সাক্ষাতের সুযোগ পেতে ক্রিকেটে বাজি ধরুন! ক্লিক করুন: xini.eu/00Qe
promo,৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা mygp.li/mo
smish,নগদ অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801716566678
promo,"আজই শেষ দিন! ৪০জিবি(বোনাসসহ)৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯#, mygp.li/mo"
promo,"লোটো লি কুপারে
নগদ পেমেন্টে BMW জেতার সুযোগ
বিকাশে ১০% ক্যাশব্যাক
শপ্র"
smish,ঘরে বসে অনলাইন ইনকাম করুন! কোন প্রশিক্ষণ প্রয়োজন নেই। বিস্তারিত জানতে কল করুন: +৯১ ৮৯২৭৬২৩৭১৩
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
smish,আপনি ৩ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: +8801716677889
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
promo,ফ্ল্যাট ১৫% ডিসকাউন্ট সব শপিংয়ে। কোড: DISCOUNT15.
normal,"তুমি যা করতে চাইবে, তা পারবে।"
promo,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF"
smish,আপনার ডেবিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [debitcardlimit.com/IncreaseBD]
smish,ফ্ল্যাশ বিক্রয়! পরবর্তী 24 ঘন্টার জন্য Daraz-এ 70% পর্যন্ত ছাড় পান। আপনার ডিসকাউন্ট দাবি করতে এখানে ক্লিক করুন: https://Daraz.com/7ty
promo,ইলেকট্রনিক্স পণ্য কিনলেই ফ্রি শিপিং! অফার শেষ হওয়ার আগে কেনাকাটা করুন।
normal,কি খাবে? আজ মাংসের রান্না হচ্ছে। তুমি?
normal,"জরুরি, ০১৯৩৭২৮৩৮৯৪ এই নাম্বারে রকেটে টাকা পাঠান।"
normal,"তুমি অসাধারণ, নিজের উপর বিশ্বাস রাখো।"
smish,আপনার পুরস্কারের টাকা পেতে কল করুন: +8801811234567
normal,কঠোর পরিশ্রমই সাফল্যের পথ।
smish,"ফ্রী ফেসবুক থেকে ইনকাম করুন ইনবক্স করুন
সততার সাথে কাজ করেন 🥰😍
সাপোর্ট (গ্রুপ এবং বট)
t.me/Facebook_ID_Sell1_bot 
অফিসিয়াল এডমিন👆"
smish,"প্রিয় গ্রাহক, সন্দেহজনক লেনদেনের কারণে আপনার একাউন্ট সাময়িক ভাবে বন্ধ করা হয়েছে।বাংলাদেশ ব্যাংক এর নিতীমালা অনুসারে সঠিক তথ্যের ভিত্তিতে পুনরায় সচল করে দাওয়া হবে। একজন ম্যানেজার আপনাকে কল দেবে ( ...... )"
normal,তোমার বাসা কতটুকু দূরে?
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৪৬জিবি @ ৳৩৯৮,৩০দিন: cutt.ly/AwQzYxAf"
promo,"৫জিবি+১৫০মিনিট ১৩০টাকা (৩০দিন),ডায়াল *১২১*৫২০৫# বা https://mygp.li/a0"
smish,শাকিব আল হাসানের সাথে একান্ত সাক্ষাতের সুযোগ পেতে ক্রিকেটে বাজি ধরুন! ক্লিক করুন: xini.eu/00Qe
smish,"আড়ং দিচ্ছে ঈদ উপলক্ষে বিশাল অফার ক্লিক করুন 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
promo,"১৮০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@ ৳৭১৯,৩০দিন: cutt.ly/wwE5YMXC"
smish,আপনার মোবাইল নম্বরটি আইফোন জিতেছে! পুরস্কার পেতে কল করুন +8801813344556
smish,আপনার মোবাইল অ্যাপ্লিকেশন আপডেট করতে কল করুন +8801912233445
normal,শুভ রথযাত্রা!
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
promo,"ফাগুনের গুনগুন ডিল নাও- ১৩জিবি@১১৩৳, ৩দিন: cutt.ly/0wVxZ5vA"
normal,আমি আমার পারের জন্য না।
normal,আত্মবিশ্বাস নিয়ে সামনে এগিয়ে যাও।
normal,আমার বাড়ির আশেপাশে ফুল ফোটে আছে।
smish,মাশরাফির সাথে একান্ত সাক্ষাতের সুযোগ পেতে বিপিএলে বাজি ধরুন। যোগ দিন: ebayisapidlld.altervista.org/
smish,ক্রিপ্টো বিনিয়োগে লাভবান হন! আজই শুরু করুন: http://bit.ly/CryptoInvest
normal,০১৬৭২৫৭২৯৩৮ নাম্বারে বিকাশ করুন।
promo,সব বাচ্চাদের খেলনায় ২০% ডিসকাউন্ট। আজই কিনুন!
normal,ভালো সময় আবার আসবে।
normal,এই পবিত্র মাসে তোমার সবকিছু ভালো হোক!
normal,০১৭৩৮২৯৩৭৬৫ এই নাম্বারে রকেটে টাকা পাঠান।
smish,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [facebookprofile.com/UpdateBD]
normal,"তুমি শক্তিশালী, তুমি পারবে।"
promo,"২০০৳ ক্যাশব্যাক শুধু আজকের জন্য- ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/FwQhpKHc"
normal,"আপনার পেমেন্ট বাকি ৮০০/- টাকা, দ্রুত পরিশোধ করুন।"
smish,আপনার ডেবিট কার্ডের পিন রিসেট করতে কল করুন +8801914455667
normal,বাসায় খুব শান্তি আছে।
normal,"প্রিয় গ্রাহক, আপনার বিদ্যুৎ বিল বাকি রয়েছে ৩০৪৫/- টাকা, জলদি পরিশোধ করুন।"
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
smish,"আজই ফুটবলে বাজি ধরুন এবং ৫,০০০ টাকা জিতুন! এখনই ক্লিক করুন: xini.eu/00Qe"
promo,নতুন মেনুতে ১০% ছাড়! আজই আমাদের রেস্তোরাঁয় আসুন।
normal,"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।"
normal,"আপনার পাওনা ৮০০/- টাকা, দ্রুত পরিশোধ করুন।"
normal,"শুভ রাত্রি, ভালো থেকো!"
promo,আমাদের প্রোডাক্টে ডিসকাউন্ট চলছে। বিস্তারিত জানাতে এই নাম্বারে যোগাযোগ করুন: ০১৭৮৯৬৫৪৩২১।
promo,"“মুগদা, সবুজবাগ, শাহজাহানপুর, খিলগাঁও, রামপুরা, মতিঝিল, পল্টন, বাড্ডা, হাতিরঝিল থানার ই-পাসপোর্ট সেবা আগামী ০৭ মে ২০২৩ খ্রিঃ থেকে আঞ্চলিক পাসপোর্ট অফিস, ঢাকা পূর্ব (আফতাবনগর) হতে দেওয়া হবে""।"
promo,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা https://mygp.li/mo
normal,"তুমি যা করতে পারো, তা অসাধারণ।"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
smish,আপনার অ্যাকাউন্টটি সুরক্ষিত করতে অবিলম্বে লগইন করুন: [secureaccount.com/LoginBD]
normal,"০১৬৭২৫৯২৮৭১ এই নাম্বারে কল করুন, আমার টাকা দরকার।"
normal,"তাওহীদ হলো সমস্ত দোয়া, সমস্ত কান্নাকাটি, সাহায্য চেয়ে সমস্ত আবেদন, সমস্ত আশা এবং সকল কল্যাণের আগমন ও সকল ক্ষতি নিবারণের জন্য প্রার্থনা অন্য কেউ নয় বরং কেবলই আল্লাহর উদ্দেশ্যে হতে হবে। - [ইমাম মুহাম্মাদ আলী আশ-শাওকানী (আল দূর আল-নাদিদ)]"
normal,কি খবর তোমার?
normal,হ্যালো!
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
normal,আজকে কি প্ল্যান?
normal,"দুনিয়া অর্জন নয়, দুনিয়া বিমুখীতাতেই রয়েছে দেহ ও মনের প্রশান্তি। - [উমার ইবনুল খাত্তাব (রা)]"
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
promo,অফার: সব গ্রোসারিতে ১০% ক্যাশব্যাক। শুধু আজকের জন্য।
smish,"হ্যালো, আমার নাম ALIYE। আপনাকে বিরক্ত করার জন্য দুঃখিত। আমি Amazon.com এর মানবসম্পদ বিভাগ। আমি কি আপনার কয়েক মিনিট সময় নিতে পারি?
দুপুর আড়াইটা
আমাদের কোম্পানী আপনাকে একটি খণ্ডকালীন চাকরি প্রদান করতে পেরে খুশি যা আপনি আপনার অবসর সময়ে করতে পারেন, তাই আমাদের প্রচুর সংখ্যক সমবায় কর্মী নিয়োগ করতে হবে (কোনও ফি এবং বিনিয়োগ নেই)। এই কাজটি সহজ এবং নমনীয় এবং আপনার বর্তমান চাকরিতে হস্তক্ষেপ করবে না। পরে আপনি দিনে মাত্র 5-10 মিনিটে সহজেই 300-1200TK উপার্জন করতে পারবেন। আপনি কি এই চাকরিতে আগ্রহী?"
promo,‘শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড-২০২৪’ প্রদানের লক্ষ্যে ১৮-৪৫ বছরের যুবদের নিকট হতে দরখাস্ত আহবান করা হয়েছে। এ বিষয়ে সকল তথ্য যুব ও ক্রীড়া মন্ত্রণালয়ের ওয়েবসাইটে www.moysports.gov.bd পাওয়া যাবে।
normal,শুভ সন্ধ্যা!
smish,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ"
smish,"এড ফি লাগবে না। 🎁🎁
প্রতিদিন  $ 1 থেকে  $2 ডলার  ইনকাম করতে পারবেন এছাড়াও আরো ইনকাম আছে যদি কেউ করতে চান ইনবক্সে মেসেজ দেন।"
normal,আমি স্বাস্থ্য মনে হয় এবং আমার শরীর ভালো মনে হয়।
promo,বিশেষ অফার: সব বাচ্চাদের পোশাকে ২০% ডিসকাউন্ট।
promo,বিটিআরসি'র ডাটাবেজে হ্যান্ডসেটটি নিবন্ধিত নয়। হ্যান্ডসেটটি স্বয়ংক্রিয়ভাবে নিবন্ধন করা হবে।
promo,ঈদ কেনাকাটায় ডায়মন্ড গহনায় ২৫% ছাড় চাঁদরাত পর্যন্ত। ফোন: ০১৭১৩১৯৯২৭০
normal,"সব কিছু ঠিক হয়ে যাবে, সাহস রেখো।"
normal,তুমি সাফল্যের জন্য তৈরি।
promo,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: cutt.ly/aAhiAsI
promo,"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: cutt.ly/lwMwLrfw"
promo,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১২জিবি+৩০০মি@২৯৭৳,৩০দিন cutt.ly/Nw0efEst"
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/2wQlYv6U"
promo,রেটলিস্ট হালনাগাদের জন্য জনমত সংগ্রহ করা হচ্ছে। মতামত প্রদানের জন্য বিটিআরসি’র ওয়েবসাইটের নোটিশ বোর্ড দেখুন (http://www.btrc.gov.bd/)। আপনার মূল্যবান মতামত আমাদের কাছে অত্যন্ত গুরুত্বপূর্ণ।-বিটিআরসি
promo,"৩০জিবি @৩০০৳,৩০দিন! ফুল-অন ইন্টারনেটিং করতে নাও- cutt.ly/jwkuSC76"
normal,শুভ নববর্ষের শুভেচ্ছা!
smish,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: +8801718788890
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
normal,তোমার দিন কেমন চলছে?
promo,"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন cutt.ly/FwQhpKHc"
promo,"১৩০টাকায় ১৫০মিনিট(৩০দিন) সাথে বোনাস,নিতে*১২১*৫২০৫#  https://mygp.li/a0"
normal,কি খবর তোমার দিন?
normal,আসসালামুয়ালাইকুম।
normal,আপনি কি চিন্তা করছেন?
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
normal,তুমি কি ট্রেনে যাচ্ছো?
normal,আমি আমার পরিবারের সঙ্গে একটি নতুন সময় পালন করতে চাই।
promo,নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।
smish,ফ্রিতে জয়েন করে আপনার ফ্রি সময়কে কাজে লাগিয়ে Dxn কম্পানিতে নেটওয়ার্ক মার্কেটিং বিজনেস করে একটা প্যাসিব ইনকামের রাস্তা তৈরি করতে চান তাহলে ইনবক্স করুন
smish,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১
smish,আপনার ব্যাংক অ্যাকাউন্টের নোটিফিকেশন পাওয়া যাচ্ছে না। দয়া করে এখানে ক্লিক করুন: http://bit.ly/UpdateNotify
normal,হা হা হা ভালো কৌতুক। মেয়েরা অবস্থা অনুসন্ধানকারী।
